lat,lng,alt,date,bgid
40.67382049560547,-73.9984359741211,34,2017-03-05 13:00:48,360470077003
40.684173583984375,-73.99516296386719,26.21647071838379,2017-03-05 13:07:12,360470067001
40.67951202392578,-73.99554443359375,33.698673248291016,2017-03-05 14:38:56,360470077004
40.67107391357422,-73.98809051513672,31.623123168945312,2017-03-05 14:47:28,360470137003
40.66035079956055,-73.99799346923828,33.872196197509766,2017-03-05 14:56:00,360470101001
40.664276123046875,-73.99151611328125,30.050323486328125,2017-03-05 15:06:40,360470143001
40.654396057128906,-74.004150390625,17.31492042541504,2017-03-05 15:36:32,360470084001
40.63844299316406,-74.02024841308594,16.364469528198242,2017-03-05 15:45:04,360470122003
40.634796142578125,-74.02629852294922,26.57479476928711,2017-03-05 15:51:28,360470068002
40.6391487121582,-74.0234603881836,31.375001907348633,2017-03-05 18:14:24,360470070001
40.652008056640625,-74.01005554199219,16,2017-03-05 18:18:40,360470002001
40.66725540161133,-73.99506378173828,34,2017-03-05 18:25:04,360470117003
40.67526626586914,-74.0101089477539,16,2017-03-05 18:29:20,360470053004
40.6800422668457,-74.009765625,12.830160140991211,2017-03-05 19:03:28,360470059001
40.69175338745117,-73.99956512451172,19.229307174682617,2017-03-05 19:09:52,360470007001
40.693180084228516,-73.99930572509766,19.8333683013916,2017-03-05 19:14:08,360470007001
40.7133903503418,-73.9946517944336,25.54212188720703,2017-03-05 19:18:24,360610008001
40.723941802978516,-73.99186706542969,15,2017-03-05 19:24:48,360610036022
40.72795486450195,-73.99456787109375,15,2017-03-05 19:31:12,360610055022
40.723289489746094,-73.99939727783203,15,2017-03-05 22:21:52,360610049001
40.71017837524414,-74.00786590576172,10,2017-03-05 22:32:32,360610015021
40.71564483642578,-74.0093002319336,10,2017-03-05 23:04:32,360610021002
40.7325325012207,-74.00997161865234,10,2017-03-05 23:10:56,360610075001
40.7394905090332,-74.00871276855469,10,2017-03-05 23:17:20,360610079001
40.72151565551758,-74.01207733154297,6.661707401275635,2017-03-06 02:12:16,360610039002
40.68024826049805,-74.0047836303711,15.023199081420898,2017-03-06 02:18:40,360470059002
40.66425704956055,-73.99153900146484,30.9383544921875,2017-03-06 02:22:56,360470143001
40.66909408569336,-73.98983001708984,35.460227966308594,2017-03-06 12:01:04,360470117001
40.68037796020508,-73.9947738647461,23.070941925048828,2017-03-06 12:07:28,360470077004
40.67448806762695,-73.99977111816406,31.10395050048828,2017-03-06 13:26:24,360470065007
40.66494369506836,-73.99315643310547,34,2017-03-06 13:32:48,360470143001
40.67433166503906,-73.99789428710938,19.264951705932617,2017-03-06 14:51:44,360470077003
40.67770767211914,-74.0018539428711,22.374481201171875,2017-03-06 15:08:48,360470065006
40.701602935791016,-73.99270629882812,17.085205078125,2017-03-06 15:13:04,360470001003
40.712432861328125,-73.95355224609375,10.6485595703125,2017-03-06 15:17:20,360470513003
40.72046661376953,-73.94338989257812,7.226715087890625,2017-03-06 15:23:44,360470477001
40.72330093383789,-73.93878936767578,16.33642578125,2017-03-06 15:30:08,360470449004
40.7238883972168,-73.93728637695312,13.982086181640625,2017-03-06 15:36:32,360470449004
40.727909088134766,-73.9288558959961,38.610321044921875,2017-03-06 15:40:48,360810199002
40.72877883911133,-73.88013458251953,27.465362548828125,2017-03-06 15:45:04,360810507001
40.73918533325195,-73.8465805053711,7.8394775390625,2017-03-06 15:51:28,360810383021
40.75916290283203,-73.83871459960938,4.135833740234375,2017-03-06 15:55:44,360810383011
40.76423263549805,-73.82633972167969,16.730316162109375,2017-03-06 16:00:00,360810865001
40.77604293823242,-73.82440948486328,16.763092041015625,2017-03-06 16:06:24,360811047004
40.79212951660156,-73.82328796386719,15.133941650390625,2017-03-06 16:10:40,360810973001
40.82261276245117,-73.83598327636719,11.391510009765625,2017-03-06 16:14:56,360050110001
40.878997802734375,-73.817626953125,5.009552001953125,2017-03-06 16:21:20,360050504001
40.775516510009766,-73.87415313720703,7.09555196762085,2017-03-07 19:54:40,360810331001
40.7700309753418,-73.86743927001953,18.19671058654785,2017-03-07 20:07:28,360810331001
40.76835632324219,-73.87338256835938,18.14882469177246,2017-03-07 20:20:16,360810357001
40.76561737060547,-73.88771057128906,11.087324142456055,2017-03-07 20:24:32,360810309041
40.7485466003418,-73.89546203613281,20.117979049682617,2017-03-07 20:30:56,360810291004
40.745750427246094,-73.88927459716797,24.655508041381836,2017-03-07 20:41:36,360810267003
40.664222717285156,-73.99165344238281,30.619653701782227,2017-03-08 00:02:08,360470143001
40.66030502319336,-73.98867797851562,67.78106689453125,2017-03-08 16:44:48,360470147001
40.64288330078125,-73.99101257324219,21,2017-03-08 16:51:12,360470110002
40.639217376708984,-74.00517272949219,31,2017-03-08 17:01:52,360470106001
40.63467788696289,-74.01052856445312,31,2017-03-08 19:03:28,360470118002
40.637691497802734,-74.02006530761719,31,2017-03-08 19:44:00,360470122003
40.66352081298828,-73.99346160888672,16.000102996826172,2017-03-08 19:54:40,360470143002
40.669429779052734,-73.98947143554688,34,2017-03-09 11:37:36,360470139003
40.674278259277344,-73.99854278564453,29.52259063720703,2017-03-09 11:48:16,360470077003
40.682865142822266,-73.99505615234375,33.907020568847656,2017-03-09 11:54:40,360470075005
40.668304443359375,-73.9966812133789,34,2017-03-09 13:30:40,360470018001
40.664306640625,-73.99156188964844,29.923213958740234,2017-03-09 13:45:36,360470143001
40.660308837890625,-73.98876953125,48.382545471191406,2017-03-09 17:16:48,360470147001
40.64521026611328,-73.97994995117188,21.888648986816406,2017-03-09 17:23:12,360470498001
40.63935470581055,-73.97766876220703,25.338592529296875,2017-03-09 17:48:48,360470486001
40.6389274597168,-73.9687271118164,21,2017-03-09 17:59:28,360470492003
40.64170455932617,-73.96324920654297,20.623191833496094,2017-03-09 19:41:52,360470514002
40.6439323425293,-73.9689712524414,18.52164077758789,2017-03-09 19:54:40,360471522001
40.66416549682617,-73.99185180664062,32.79399108886719,2017-03-09 19:58:56,360470143001
40.667903900146484,-73.99077606201172,34,2017-03-10 15:34:24,360470117002
40.675411224365234,-73.99701690673828,34,2017-03-10 15:42:56,360470077003
40.6838264465332,-73.99527740478516,25.240507125854492,2017-03-10 15:49:20,360470067001
40.67801284790039,-73.99671173095703,34,2017-03-10 17:29:36,360470077004
40.67133712768555,-73.98780059814453,34,2017-03-10 17:36:00,360470137003
40.66415023803711,-73.99169158935547,31.80218505859375,2017-03-10 17:48:48,360470143001
40.665672302246094,-73.99317169189453,33.08654022216797,2017-03-11 09:46:40,360470143001
40.69721221923828,-73.9814224243164,16.959911346435547,2017-03-11 09:53:04,360470015002
40.73683547973633,-73.90815734863281,16.31511878967285,2017-03-11 09:59:28,360810245004
40.77315902709961,-73.87113952636719,18.330915451049805,2017-03-11 10:05:52,360810331001
40.77086639404297,-73.86522674560547,17.651500701904297,2017-03-11 10:12:16,360810331001
40.77444076538086,-73.87042236328125,8.333897590637207,2017-03-11 11:03:28,360810331001
