lat,lng,startTimeStamp,endTimeStamp,durationSeconds,gid
-73.9990234375,40.7280273438,2017-02-28 17:14:40,2017-02-28 23:25:52,22272.0,360610065004
-73.9849243164,40.6925926208,2017-02-28 23:25:52,2017-02-28 23:36:32,640.0,360470015003
-73.9853210449,40.6752128601,2017-02-28 23:36:32,2017-02-28 23:57:52,1280.0,360470119001
-73.9940719604,40.6639022827,2017-02-28 23:57:52,2017-03-01 03:09:52,11520.0,360470143002
-73.9937667847,40.6642570496,2017-03-01 03:09:52,2017-03-01 16:19:12,47360.0,360470143002
-73.9968795776,40.6686935425,2017-03-01 16:19:12,2017-03-01 16:29:52,640.0,360470018001
-73.9993438721,40.6883773804,2017-03-01 16:29:52,2017-03-01 16:29:52,0.0,360470047001
-73.990776062,40.7017059326,2017-03-01 16:29:52,2017-03-01 16:34:08,256.0,360470021001
-73.9853057861,40.700378418,2017-03-01 16:34:08,2017-03-01 16:36:16,128.0,360470023001
-73.9950332642,40.7156105042,2017-03-01 16:36:16,2017-03-01 16:40:32,256.0,360610016001
-73.9916152954,40.7224617004,2017-03-01 16:40:32,2017-03-01 22:00:32,19200.0,360610036013
-73.9944992065,40.7185287476,2017-03-01 22:00:32,2017-03-01 22:13:20,768.0,360610018005
-73.9916000366,40.7028999329,2017-03-01 22:13:20,2017-03-01 22:32:32,1152.0,360470021001
-73.9789199829,40.6851882935,2017-03-01 22:32:32,2017-03-01 22:36:48,256.0,360470039001
-73.9857330322,40.6730537415,2017-03-01 22:36:48,2017-03-02 08:53:20,36992.0,360470135002
-73.9918518066,40.6638298035,2017-03-02 08:53:20,2017-03-02 10:08:00,4480.0,360470143001
-73.9937667847,40.6642570496,2017-03-02 10:08:00,2017-03-02 14:53:52,17152.0,360470143002
-73.9972839355,40.6687545776,2017-03-02 14:53:52,2017-03-02 15:13:04,1152.0,360470018001
-74.0243988037,40.6773643494,2017-03-02 15:13:04,2017-03-02 16:00:00,2816.0,360470053000
-74.0124740601,40.6776695251,2017-03-02 16:00:00,2017-03-02 17:16:48,4608.0,360470053002
-73.9910049438,40.6738548279,2017-03-02 17:16:48,2017-03-02 17:36:00,1152.0,360470119001
-73.9981460571,40.675994873,2017-03-02 17:36:00,2017-03-02 23:04:32,19712.0,360470077003
-73.9920501709,40.6770095825,2017-03-02 23:04:32,2017-03-02 23:08:48,256.0,360470077002
-73.9811096191,40.6804771423,2017-03-02 23:08:48,2017-03-03 02:22:56,11648.0,360470127002
-73.9831619263,40.6747016907,2017-03-03 02:22:56,2017-03-03 02:37:52,896.0,360470133004
-73.9810180664,40.6804504395,2017-03-03 02:37:52,2017-03-03 03:24:48,2816.0,360470127002
-73.9839477539,40.676071167,2017-03-03 03:24:48,2017-03-03 03:29:04,256.0,360470133003
-73.9915542603,40.6640319824,2017-03-03 03:29:04,2017-03-03 13:41:20,36736.0,360470143001
-73.991607666,40.6641769409,2017-03-03 13:41:20,2017-03-03 16:59:44,11904.0,360470143001
-73.9916610718,40.6641769409,2017-03-03 16:59:44,2017-03-03 20:07:28,11264.0,360470143001
-73.9915237427,40.664276123,2017-03-03 20:07:28,2017-03-04 15:30:08,69760.0,360470143001
-73.9981536865,40.6760673523,2017-03-04 15:30:08,2017-03-05 00:06:24,30976.0,360470077003
-73.9905548096,40.663444519,2017-03-05 00:06:24,2017-03-06 01:55:12,92928.0,360470143001
-73.9915466309,40.664188385,2017-03-06 01:55:12,2017-03-06 14:19:44,44672.0,360470143001
-73.9901123047,40.6686134338,2017-03-06 14:19:44,2017-03-06 14:24:00,256.0,360470139003
-73.9929122925,40.6731643677,2017-03-06 14:24:00,2017-03-06 14:32:32,512.0,360470121001
-73.9991607666,40.6755981445,2017-03-06 14:32:32,2017-03-06 18:08:00,12928.0,360470065007
-73.9776153564,40.6770057678,2017-03-06 18:08:00,2017-03-06 18:27:12,1152.0,360470131002
-73.9950714111,40.6753616333,2017-03-06 18:27:12,2017-03-06 19:24:48,3456.0,360470119001
-74.0020828247,40.6779441833,2017-03-06 19:24:48,2017-03-06 19:29:04,256.0,360470059002
-73.9991760254,40.6887702942,2017-03-06 19:29:04,2017-03-06 19:33:20,256.0,360470047001
-73.9941329956,40.7012290955,2017-03-06 19:33:20,2017-03-06 19:39:44,384.0,360470001001
-73.9795379639,40.6962890625,2017-03-06 19:39:44,2017-03-06 19:44:00,256.0,360470029011
-73.9655990601,40.6957130432,2017-03-06 19:44:00,2017-03-06 19:48:16,256.0,360470191002
-73.9605941772,40.7022209167,2017-03-06 19:48:16,2017-03-06 19:54:40,384.0,360470537001
-73.9570770264,40.7084007263,2017-03-06 19:54:40,2017-03-06 19:58:56,256.0,360470527004
-73.9537887573,40.7132797241,2017-03-06 19:58:56,2017-03-06 20:03:12,256.0,360470513004
-73.9435043335,40.7204971313,2017-03-06 20:03:12,2017-03-06 20:09:36,384.0,360470477001
-73.9124526978,40.7359008789,2017-03-06 20:09:36,2017-03-06 20:13:52,256.0,360810229001
-73.8850708008,40.7544403076,2017-03-06 20:13:52,2017-03-06 20:16:00,128.0,360810283001
-73.8847885132,40.752407074,2017-03-06 20:16:00,2017-03-06 21:32:48,4608.0,360810283002
-73.9230728149,40.7491188049,2017-03-06 21:32:48,2017-03-06 21:39:12,384.0,360810171001
-73.9152069092,40.7506370544,2017-03-06 21:39:12,2017-03-06 21:43:28,256.0,360810171001
-73.919631958,40.743347168,2017-03-06 21:43:28,2017-03-07 00:14:56,9088.0,360810183004
-73.9135360718,40.7440643311,2017-03-07 00:14:56,2017-03-07 00:21:20,384.0,360810253022
-73.9127883911,40.7487640381,2017-03-07 00:21:20,2017-03-07 00:29:52,512.0,360810169004
-73.9198226929,40.7494087219,2017-03-07 00:29:52,2017-03-07 00:36:16,384.0,360810171001
-73.9224777222,40.7388114929,2017-03-07 00:36:16,2017-03-07 00:40:32,256.0,360810185012
-73.9546127319,40.7130088806,2017-03-07 00:40:32,2017-03-07 00:44:48,256.0,360470513004
-73.9652557373,40.6958007812,2017-03-07 00:44:48,2017-03-07 00:51:12,384.0,360470191002
-73.9711685181,40.6959915161,2017-03-07 00:51:12,2017-03-07 00:59:44,512.0,360470187001
-73.9995498657,40.6736030579,2017-03-07 00:59:44,2017-03-07 01:10:24,640.0,360470077003
-73.9915771484,40.664226532,2017-03-07 01:10:24,2017-03-07 16:12:48,54144.0,360470143001
-73.9973983765,40.6703948975,2017-03-07 16:12:48,2017-03-07 16:19:12,384.0,360470119001
-73.9983978271,40.6902198792,2017-03-07 16:19:12,2017-03-07 16:23:28,256.0,360470047001
-73.9941329956,40.7011833191,2017-03-07 16:23:28,2017-03-07 16:27:44,256.0,360470001001
-73.9938812256,40.7178001404,2017-03-07 16:27:44,2017-03-07 16:34:08,384.0,360610016001
-73.9948883057,40.7250099182,2017-03-07 16:34:08,2017-03-07 16:38:24,256.0,360610055022
-73.9985580444,40.7289505005,2017-03-07 16:38:24,2017-03-07 19:44:00,11136.0,360610065005
-73.9953384399,40.7251663208,2017-03-07 19:44:00,2017-03-07 19:50:24,384.0,360610055022
-73.9864044189,40.6996994019,2017-03-07 19:50:24,2017-03-07 19:54:40,256.0,360470023003
-73.981300354,40.6898803711,2017-03-07 19:54:40,2017-03-07 20:05:20,640.0,360470033002
-73.9836730957,40.6908950806,2017-03-07 20:05:20,2017-03-07 20:26:40,1280.0,360470015003
-73.9869308472,40.6925544739,2017-03-07 20:26:40,2017-03-08 02:08:00,20480.0,360470011001
-73.9792404175,40.6787414551,2017-03-08 02:08:00,2017-03-08 04:58:40,10240.0,360470131001
-73.9916152954,40.6639060974,2017-03-08 04:58:40,2017-03-08 12:30:56,27136.0,360470143001
-74.0026931763,40.6811981201,2017-03-08 12:30:56,2017-03-08 12:37:20,384.0,360470051003
-74.0128250122,40.7098045349,2017-03-08 12:37:20,2017-03-08 12:43:44,384.0,360610013001
-74.017326355,40.7280006409,2017-03-08 12:43:44,2017-03-08 12:48:00,256.0,360610037000
-73.9991760254,40.7281761169,2017-03-08 12:48:00,2017-03-08 17:44:32,17792.0,360610065004
-74.0127334595,40.7074661255,2017-03-08 17:44:32,2017-03-08 17:50:56,384.0,360610013002
-74.0044631958,40.6854667664,2017-03-08 17:50:56,2017-03-08 17:55:12,256.0,360470051001
-73.9954147339,40.6662101746,2017-03-08 17:55:12,2017-03-08 18:18:40,1408.0,360470018001
-73.9929122925,40.6640892029,2017-03-08 18:18:40,2017-03-08 19:16:16,3456.0,360470143001
-74.020149231,40.6431846619,2017-03-08 19:16:16,2017-03-08 19:22:40,384.0,360470022002
-73.9871826172,40.6344871521,2017-03-08 19:22:40,2017-03-08 19:29:04,384.0,360470234001
-73.9113235474,40.6095123291,2017-03-08 19:29:04,2017-03-08 19:33:20,256.0,360470702014
-73.8818588257,40.6361122131,2017-03-08 19:33:20,2017-03-08 19:37:36,256.0,360471034001
-73.8522644043,40.6647224426,2017-03-08 19:37:36,2017-03-08 19:48:16,640.0,360810062025
-73.7889938354,40.6466217041,2017-03-08 19:48:16,2017-03-08 21:30:40,6144.0,360810716001
-73.789604187,40.6564483643,2017-03-08 21:30:40,2017-03-08 22:15:28,2688.0,360810716001
